request_id,category
request_59190b6a1b685b63,其他 > 更新內容顯示問題
request_e781b54c4d89c218,其他 > 更新內容顯示問題
request_6d7b4fab14ae77b0,其他 > 更新內容顯示問題
request_a77dd4bd37b7e4f2,其他 > 更新內容顯示問題
request_303936ab7b1e926c,文件與寫作 > 翻譯
request_152c1f17d1175d61,文件與寫作 > 翻譯
request_f3e0a68dd094d9fe,學習與研究 > 生醫文獻內容研讀
request_dd582be2f5ba10b4,學習與研究 > 生物名詞與概念
request_07ade03dba28b199,學習與研究 > 論文閱讀
request_ea63edddcc2f1c43,AI與機器學習 > 模型評測
request_bf79b09068ed2d95,AI與機器學習 > 模型評測
request_f5e3e4bddc02944e,AI與機器學習 > 模型評測
request_eec394224bd0f63e,學習與研究 > 概念解釋
request_a79024e93ddd6b81,文件與寫作 > OCR與文字擷取
request_ec60b682f6f8965c,學習與研究 > 學術插圖與研究圖解
request_31c366f4d5d168d0,文件與寫作 > 校對
request_8557558d9a480438,文件與寫作 > 校對
request_bb22e0b17745ad05,文件與寫作 > 校對
request_4b995ae7ceae7ed0,商業與投資 > 保險與退休規劃
request_0d33031320ad1705,文件與寫作 > 對話標題與任務索引
request_8b32e41f98c4eaea,系統與維運 > 應用工具設定
request_344e4419066c2c95,AI與機器學習 > 模型評測
request_f5fe83fe07be175d,AI與機器學習 > 模型評測
request_cb44268c39d29323,AI與機器學習 > 模型評測
request_c1723af8eed814a4,AI與機器學習 > 模型評測
request_e81b17dccefe48a2,AI與機器學習 > 模型評測
request_2ddddcd23f7fcf20,AI與機器學習 > 模型評測
request_5b278ab84d555661,AI與機器學習 > 模型評測
request_7fb83c1f58fd69d8,AI與機器學習 > 模型評測
request_942b36eb6a2f95f5,AI與機器學習 > 模型評測
request_6e7ab61e54a08b99,AI與機器學習 > 模型評測
request_10acfaa65d54b332,學習與研究 > 臨床試驗資訊
request_7e4895958fc63c10,AI與機器學習 > 模型評測
request_96fcb980ab7e9e09,學習與研究 > 臨床試驗資訊
request_85147ffc9f0d2937,學習與研究 > 臨床試驗資訊
request_5cb0cedb8a221c8f,AI與機器學習 > 模型評測
request_f415431e6a245f1f,AI與機器學習 > 模型評測
request_c3a01cccfed1b6cf,AI與機器學習 > 模型評測
request_076f8418aff92533,學習與研究 > 臨床試驗資訊
request_e498e36094919843,AI與機器學習 > 模型評測
request_bb05fa8207549054,AI與機器學習 > 模型評測
request_45c8eccc782681e9,AI與機器學習 > 模型評測
request_efb76989ab8c42ce,AI與機器學習 > 模型評測
request_6c0ec3125538bd40,學習與研究 > 臨床試驗資訊
request_4ec4ad8ee65aaf27,學習與研究 > 臨床試驗資訊
request_035482a37215db77,AI與機器學習 > 模型評測
request_a6bfc466cf0eda94,AI與機器學習 > 模型評測
request_a06df733f7f6a86b,學習與研究 > 臨床試驗資訊
request_08d4158073b851f0,AI與機器學習 > 模型評測
request_975f7771a5740b91,AI與機器學習 > 模型評測
request_190c767470f43cb5,AI與機器學習 > 模型評測
request_5b922021097953d3,AI與機器學習 > 模型評測
request_0dbd24d7b78dc0f7,AI與機器學習 > 模型評測
request_f7721983305bfe3c,AI與機器學習 > 模型評測
request_78f1c542a2f4822c,AI與機器學習 > 模型評測
request_411d615339eb32d1,AI與機器學習 > 模型評測
request_e43694949bf295d2,AI與機器學習 > 模型評測
request_a005e1d7a8ec8b5a,AI與機器學習 > 模型評測
request_80045c22524f6b29,AI與機器學習 > 模型評測
request_3fa5a4aeb6ca9c80,AI與機器學習 > 模型評測
request_a031ae9613976303,AI與機器學習 > 模型評測
request_127bcc35e4d99d50,AI與機器學習 > 模型評測
request_bddfaea75ef16c0e,AI與機器學習 > 模型評測
request_2ddfd5109756956e,AI與機器學習 > 模型評測
request_ec44e0ed9db2859d,AI與機器學習 > 模型評測
request_6e0d779313db5a06,AI與機器學習 > 模型評測
request_820f3d21d81d9961,AI與機器學習 > 模型評測
request_fa5f9a0231f6d604,AI與機器學習 > 模型評測
request_108662851bc5cac6,AI與機器學習 > 模型評測
request_3123ce27c7e91d51,AI與機器學習 > 模型評測
request_dd9ff096571b40d5,AI與機器學習 > 模型評測
request_57cd2849910466aa,AI與機器學習 > 模型評測
request_ee80cef2ba3e1750,AI與機器學習 > 模型評測
request_134b8ab7b18a6a6e,學習與研究 > 臨床試驗資訊
request_b6fd9ff66ae135cf,AI與機器學習 > 模型評測
request_4bb1e0aec8161458,AI與機器學習 > 模型評測
request_819c4f107cab9966,AI與機器學習 > 模型評測
request_8c1b9a3e4afab692,AI與機器學習 > 模型評測
request_1a5f419104ea2580,學習與研究 > 臨床試驗資訊
request_bb4dcd53ea16d5bd,AI與機器學習 > 模型評測
request_a1746a32a8931b4c,AI與機器學習 > 模型評測
request_86abc1d32531eb36,AI與機器學習 > 模型評測
request_5a88fef13b895f10,AI與機器學習 > 模型評測
request_f9d6448946f1844e,AI與機器學習 > 模型評測
request_de46e7d33431b07d,AI與機器學習 > 模型評測
request_887124458bfe349b,學習與研究 > 實驗設計與結果解讀
request_86e498b2ab25780d,AI與機器學習 > 模型評測
request_5a0dc688a5b14c1a,AI與機器學習 > 模型評測
request_04da19013bcf45cb,AI與機器學習 > 模型評測
request_71ae7933416ddf8f,AI與機器學習 > 模型評測
request_193ea2734b08602a,AI與機器學習 > 模型評測
request_33f834b742fb5cfe,AI與機器學習 > 模型評測
request_0f5ddd589851426a,AI與機器學習 > 模型評測
request_b1b9d125c10f6066,AI與機器學習 > 模型評測
request_4057d844322b1719,AI與機器學習 > 模型評測
request_e04b824cca40b579,AI與機器學習 > 模型評測
request_ad62027683b4d7da,AI與機器學習 > 模型評測
request_ed0c96719e3f838b,AI與機器學習 > 模型評測
request_191024ee64461789,AI與機器學習 > 模型評測
request_747cd1ff2a8840f1,AI與機器學習 > 模型評測
request_f714d32ab678a96a,AI與機器學習 > 模型評測
request_3230839e15c915ce,AI與機器學習 > 模型評測
request_1864510e8788bd63,AI與機器學習 > 模型評測
request_649a45c19e1be1bc,AI與機器學習 > 模型評測
request_902c0af5b3836e1c,AI與機器學習 > 模型評測
request_a7d22b444edf0e56,AI與機器學習 > 模型評測
request_f9d07dd062336a31,AI與機器學習 > 模型評測
request_a3035130c77d5322,AI與機器學習 > 模型評測
request_fd010cc8a8186e02,AI與機器學習 > 模型評測
request_cf942bfc30ff498d,AI與機器學習 > 模型評測
request_53bb76d79b1dc73b,AI與機器學習 > 模型評測
request_753d2b2132e7002c,AI與機器學習 > 模型評測
request_658a8473399ec69d,其他 > 任務接續與流程執行
request_49cc787db4799cdc,AI與機器學習 > 模型評測
request_dc29e34d2bab6f30,AI與機器學習 > 模型評測
request_790346533bfb3012,AI與機器學習 > 模型評測
request_a8851c01513d38fd,AI與機器學習 > 模型評測
request_31e8bf26286d2e09,AI與機器學習 > 模型評測
request_0879eb6bbc4d2d61,AI與機器學習 > 模型評測
request_a6245420b45db72c,AI與機器學習 > 模型評測
request_0e0f4055220eb516,AI與機器學習 > 模型評測
request_070ac4941ec9ab21,文件與寫作 > 文件刪修與篇幅調整
request_48f6326d555cfc31,文件與寫作 > 文件刪修與篇幅調整
request_dfc4a1312e157dc8,文件與寫作 > 文件刪修與篇幅調整
request_3b0c2be6d654dd8a,文件與寫作 > 文件刪修與篇幅調整
request_5ec44b6b718be9b2,程式開發 > 提交與規格合規審查
request_5d585c27cb0ae233,AI與機器學習 > 模型評測
request_3b188072ee7e1112,AI與機器學習 > 模型評測
request_02d912641558629e,AI與機器學習 > 模型評測
request_82d3c9cc13b4e69a,學習與研究 > 臨床試驗資訊
request_fedd61fff2f958b4,學習與研究 > 臨床試驗資訊
request_a64a2e2e6fde8415,AI與機器學習 > 模型評測
request_47e4206465162e42,學習與研究 > 臨床試驗資訊
request_feb123efed846706,AI與機器學習 > 模型評測
request_3e40875d37f3de84,AI與機器學習 > 模型評測
request_aca3a0bd37a17f29,AI與機器學習 > 模型評測
request_54572da3349b4e28,學習與研究 > 臨床試驗資訊
request_fd6e5653ea849643,AI與機器學習 > 模型評測
request_9e51a2a9055a461e,AI與機器學習 > 模型評測
request_588b232a41c04a18,AI與機器學習 > 模型評測
request_a0ef8ece940d02eb,學習與研究 > 臨床試驗資訊
request_bc171b72ae38ed76,AI與機器學習 > 模型評測
request_b3885c26ce760271,AI與機器學習 > 模型評測
request_8a874a18e1987dd9,AI與機器學習 > 模型評測
request_c78135ca68a3b6bd,AI與機器學習 > 模型評測
request_c1e99e9f8526eca3,AI與機器學習 > 模型評測
request_abb11362eeacb460,AI與機器學習 > 模型評測
request_99e08a1fb91f42a0,AI與機器學習 > 模型評測
request_af506dc345a6147a,AI與機器學習 > 模型評測
request_5693b459a962c860,AI與機器學習 > 模型評測
request_5c67f828875634b2,AI與機器學習 > 模型評測
request_3ae6110315099cf7,AI與機器學習 > 模型評測
request_ccce79d7c8b66d35,AI與機器學習 > 模型評測
request_140f1789c4c75b27,AI與機器學習 > 模型評測
request_ceeac496ab7acc0e,AI與機器學習 > 模型評測
request_446469e39567c4c3,AI與機器學習 > 模型評測
request_22fd48ec9d2cbfaa,AI與機器學習 > 模型評測
request_343798870aa83810,AI與機器學習 > 模型評測
request_980219cab0368c2f,學習與研究 > 實驗設計與結果解讀
request_b9a7234a52fcb809,AI與機器學習 > 模型評測
request_2ddab0187c53ce34,AI與機器學習 > 模型評測
request_1bce8c80a7961fa2,AI與機器學習 > 模型評測
request_be3b7c65a3b57624,AI與機器學習 > 模型評測
request_357ce56508cea452,AI與機器學習 > 模型評測
request_c57664981a509e16,AI與機器學習 > 模型評測
request_6d95814d279008cb,AI與機器學習 > 模型評測
request_c1ef8eeb77b9d83d,AI與機器學習 > 模型評測
request_6a2566326dda7899,AI與機器學習 > 模型評測
request_2363efa30ec56dd4,學習與研究 > 臨床試驗資訊
request_47f0a9268ef1dd08,AI與機器學習 > 模型評測
request_58164ae1f642e3ea,AI與機器學習 > 模型評測
request_2dc2b432197e72a0,AI與機器學習 > 模型評測
request_d5a5041598fa21ee,AI與機器學習 > 模型評測
request_84659e8a8430ad39,AI與機器學習 > 模型評測
request_c618233b1ad253d0,AI與機器學習 > 模型評測
request_f358d14f667a597b,學習與研究 > 臨床試驗資訊
request_ea3fa13153d1f3fc,AI與機器學習 > 模型評測
request_e4c2f826fadc4fde,AI與機器學習 > 模型評測
request_eeafa3d4f3153a2a,AI與機器學習 > 模型評測
request_bdd8b30131796471,AI與機器學習 > 模型評測
request_bc2b8946f3fe0466,AI與機器學習 > 模型評測
request_bb493adf6c64624f,AI與機器學習 > 模型評測
request_3f206577fff9ec7f,AI與機器學習 > 模型評測
request_9e41e89d09f15637,AI與機器學習 > 模型評測
request_8e7aca1058a69353,AI與機器學習 > 模型評測
request_29fe929cef78486f,AI與機器學習 > 模型評測
request_967e2cc98f7100e8,AI與機器學習 > 模型評測
request_d6829ae906703750,AI與機器學習 > 模型評測
request_92f48868999a1309,AI與機器學習 > 模型評測
request_b1e79ff3db059a9c,學習與研究 > 臨床試驗資訊
request_299cd1f074cd0aa8,AI與機器學習 > 模型評測
request_f260bb739c3061f2,AI與機器學習 > 模型評測
request_d6bb86ff38bad492,AI與機器學習 > 模型評測
request_7ddf23a8e0f47219,AI與機器學習 > 模型評測
request_e6556700920fa7f4,AI與機器學習 > 模型評測
request_33cb15b87822799a,AI與機器學習 > 模型評測
request_46a6dfc050c83942,AI與機器學習 > 模型評測
request_6bad4c2087718ddc,AI與機器學習 > 模型評測
request_7a522e6cd7938315,AI與機器學習 > 模型評測
request_e733bae9ee115878,生活與一般問答 > 健康檢查紀錄
request_c1bbc89579ecf26d,AI與機器學習 > 模型評測
request_d6e57354213a990c,AI與機器學習 > 模型評測
request_2e89166c0785a47e,AI與機器學習 > 模型評測
request_b6d11aa48b782922,AI與機器學習 > 模型評測
request_d2fcee4351b0a879,AI與機器學習 > 模型評測
request_d4b292fe6b683886,AI與機器學習 > 模型評測
request_b8b39b2649c7e74f,AI與機器學習 > 模型評測
request_97148659b62b3ad6,AI與機器學習 > 模型評測
request_eb5f6a4048d20250,學習與研究 > 臨床試驗資訊
request_593d1a355e5640b6,AI與機器學習 > 模型評測
request_9dbf3071f45b13da,AI與機器學習 > 模型評測
request_bae078109a4215b1,AI與機器學習 > 模型評測
request_232eed55e8f0fdcc,AI與機器學習 > 模型評測
request_de687f6ca44578ab,AI與機器學習 > 模型評測
request_f34090b4fc897a43,AI與機器學習 > 模型評測
request_2f12226152fef106,AI與機器學習 > 模型評測
request_00c058a161d9ed7a,AI與機器學習 > 模型評測
request_0bb422fc119dbae2,AI與機器學習 > 模型評測
request_786a91df76a470f3,AI與機器學習 > 模型評測
request_2603b15c893d47be,AI與機器學習 > 模型評測
request_fe3a4d934a7a7a04,AI與機器學習 > 模型評測
request_89551d84c0b02b6c,AI與機器學習 > 模型評測
request_ad3a695c5f0b58d8,AI與機器學習 > 模型評測
request_0e335683da7237b4,AI與機器學習 > 模型評測
request_2ab8985fe332cbca,AI與機器學習 > 模型評測
request_e3482d6a0feea733,AI與機器學習 > 模型評測
request_1372d6e973f993f4,AI與機器學習 > 模型評測
request_c720ec1344147d22,學習與研究 > 臨床試驗資訊
request_817791ffc7d4b2fb,AI與機器學習 > 模型評測
request_dab7dddc8de00adb,AI與機器學習 > 模型評測
request_23735bac330cf024,AI與機器學習 > 模型評測
request_caef95c6f768439d,AI與機器學習 > 模型評測
request_eec86b467412328d,AI與機器學習 > 模型評測
request_9acccf419cd4662d,AI與機器學習 > 模型評測
request_10b4453ba8d2b009,AI與機器學習 > 模型評測
request_4ee6309ed5d2434d,AI與機器學習 > 模型評測
request_22c9a576395fd788,AI與機器學習 > 模型評測
request_6cbaff8f6a4ccfda,AI與機器學習 > 模型評測
request_2c567dcab2d19442,AI與機器學習 > 模型評測
request_d4e6a6418cd9cc6c,AI與機器學習 > 模型評測
request_8848a160c1cbf519,AI與機器學習 > 模型評測
request_f4990b71fe65ab46,AI與機器學習 > 模型評測
request_1e7e61c74785a852,AI與機器學習 > 模型評測
request_1d17226d7b68b486,AI與機器學習 > 模型評測
request_b4639181415beeca,AI與機器學習 > 模型評測
request_eaa0a5fdeeb8be32,AI與機器學習 > 模型評測
request_69a2a81ec33ea714,AI與機器學習 > 模型評測
request_47ca94112706b455,AI與機器學習 > 模型評測
request_64647adcf8689291,AI與機器學習 > 模型評測
